web	Latitude	Longitude	symmetry	connectance	web.asymmetry	links.per.species	nestedness	n.aff	n.hosts	host.sharing	aff.sharing	modularity	z.est	coex.plant	coex.poll
M_PL_016	37.016667	-6.55	Actinomorphic	0.112466124661247	0.802197802197802	1.82417582417582	10.7181954972577	164	18	0.436854705970373	2.94771241830065	0.426499664783478	0.686442002673329	5.23942020289733	1.29536548381411
M_PL_041	15.518889	-61.467222	Zygomorphic	0.272727272727273	0.294117647058824	1.05882352941176	29.0915571294995	11	6	0.6	0.6	0.393518507480621	0.662961627760591	0.307733000210498	0.186150445221948
M_PL_041	15.518889	-61.467222	Actinomorphic	0.125	0.238095238095238	1.85714285714286	11.1122851364106	39	24	0.762483130904184	0.800724637681159	0.316568046808243	0.526341461920297	1.98007858242071	1.70531259988101
M_PL_057	35.166667	135.866667	Zygomorphic	0.0780228758169935	0.788819875776398	1.18633540372671	6.43043818654754	144	17	0.247474747474747	0.948529411764706	0.655012130737305	0.891035795683817	0.223374302139586	0.0853626947501008
M_PL_057	35.166667	135.866667	Actinomorphic	0.0226497093798326	0.789237668161435	1.90470852017937	0.989266309859808	798	94	0.143831976427895	1.09540150995196	0.473058462142944	0.730819263861852	3.05616298071583	1.12057015121788
M_PL_054	35.033333	135.783333	Zygomorphic	0.0773993808049536	0.696428571428571	1.11607142857143	5.31846549361068	95	17	0.492273236282195	0.286764705882353	0.548160016536713	0.851134465156344	0.351866987945892	0.173609169487092
M_PL_054	35.033333	135.783333	Actinomorphic	0.0240213523131673	0.490716180371353	1.71883289124668	1.53357322970206	281	96	0.143136756481952	0.376973684210526	0.486244440078735	0.701807019515175	2.17476920537976	1.13214792710143
M_PL_055	35.65	136.083333	Zygomorphic	0.119512195121951	0.607843137254902	0.96078431372549	14.3753172391928	41	10	0.323170731707317	0.177777777777778	0.643898367881775	0.895920200635706	0.240599057469524	0.12363432011125
M_PL_055	35.65	136.083333	Actinomorphic	0.0412723748717364	0.570175438596491	1.58771929824561	3.64556437370946	179	49	0.169418115623627	0.496598639455782	0.527849495410919	0.709362733533584	2.57020091110202	1.16124281160908
M_PL_056	35.583333	138.383333	Zygomorphic	0.137755102040816	0.719298245614035	0.947368421052632	17.3579434069361	49	8	0.611394557823129	0.214285714285714	0.430727005004883	0.945309339952216	0.166336252432738	0.0752234022268416
M_PL_056	35.583333	138.383333	Actinomorphic	0.0295349430059361	0.614285714285714	1.93095238095238	2.25086994643876	339	81	0.136007400813391	0.657407407407407	0.465069502592087	0.679293668083153	3.62068370085716	1.26567433631122
M_PL_044	28.377248	129.493741	Zygomorphic	0.0665954415954416	0.793103448275862	1.07471264367816	4.50783567281219	156	18	0.452191894127378	0.313725490196078	0.543767392635345	0.947623126218385	0.331470654093081	0.146880315308496
M_PL_044	28.377248	129.493741	Actinomorphic	0.019601677148847	0.709677419354839	1.50806451612903	1.7380436005576	530	90	0.0761493740414453	0.321847690387016	0.579587697982788	0.765942205924361	2.30932024866069	0.970720315942616
M_PL_021	35.333333	135.75	Zygomorphic	0.0736842105263158	0.680672268907563	1.17647058823529	5.51430789351866	100	19	0.22989898989899	0.608187134502924	0.680331647396088	0.850015227781054	0.183556617838055	0.077248458236055
M_PL_021	35.333333	135.75	Actinomorphic	0.0232142857142857	0.794871794871795	1.5	0.905621501919748	630	72	0.159451888863654	0.611111111111111	0.571617364883423	0.793655440008555	2.80346872776762	1.02807597342563
M_PL_069_01	-27.27	-49.01	Zygomorphic	0.290909090909091	-0.375	1	39.639590349186	5	11	0.6	0.436363636363636	0.435546875	0.426264920319475	1.11229093104955	1.68010841135023
M_PL_069_01	-27.27	-49.01	Actinomorphic	0.458333333333333	-0.2	1.1	24.1568151880325	4	6	1	0.866666666666667	0.285123974084854	0.404109785638862	1.02270186937473	0.973350064864314
M_PL_069_02	-27.26	-49.02	Zygomorphic	0.35	-0.111111111111111	0.777777777777778	39.7492741150652	4	5	0.333333333333333	0.3	0.479591846466064	0.600226866757443	1.40976352148428	1.84022715796156
M_PL_069_02	-27.26	-49.02	Actinomorphic	0.583333333333333	-0.142857142857143	1	65.4151718343297	3	4	1	0.833333333333333	0.316326558589935	0.336769514021598	1.24329322909683	1.47852234394365
M_PL_070	19.23	-98.97	Zygomorphic	0.642857142857143	0.0666666666666667	2.4	8.44750347861819	8	7	3.32142857142857	3.42857142857143	0.0798611119389534	0.203590242642764	NA	NA
M_PL_070	19.23	-98.97	Actinomorphic	1	0.666666666666667	0.833333333333333	NA	5	1	1	NA	0	NA	NA	NA
M_PL_067	-7.87	-36.4	Zygomorphic	0.541666666666667	-0.2	1.3	1.7886612854182	4	6	2.16666666666667	1.33333333333333	0.257396459579468	0.308673550617709	1.3575600661768	0.997702299812412
M_PL_067	-7.87	-36.4	Actinomorphic	0.375	-0.655172413793103	1.55172413793103	13.1615600085271	5	24	3.8	1.09420289855072	0.304444432258606	0.230837161067009	1.6420437867986	0.999665397551824
M_PL_026	-0.5	-90.5	Zygomorphic	0.136752136752137	-0.161290322580645	1.03225806451613	8.41365990599461	13	18	0.538461538461538	0.915032679738562	0.501953125	0.764978195584537	0.261228622761975	0.983956494718751
M_PL_026	-0.5	-90.5	Actinomorphic	0.0382379248658318	-0.246376811594203	1.23913043478261	0.845450647885872	52	86	0.324283559577677	0.579206566347469	0.56224137544632	0.666626756060723	1.57596425463129	0.999967011970608
M_PL_017	51.574994	-2.589902	Zygomorphic	0.257142857142857	0.615384615384615	1.03846153846154	30.0898815466035	21	5	0.69047619047619	0.7	0.429355263710022	0.825676653165735	0.35079633312553	0.186189063496955
M_PL_017	51.574994	-2.589902	Actinomorphic	0.176623376623377	0.587628865979381	2.80412371134021	10.3032426563271	77	20	1.01161995898838	4.14210526315789	0.132717877626419	0.480582630370437	6.98385001806099	2.11303503739259
M_PL_043	56.238737	9.953652	Zygomorphic	0.267676767676768	0.692307692307692	1.35897435897436	29.4061509736672	33	6	0.541666666666667	2	0.455144166946411	0.665217761954532	0.67355854428651	0.308646272517094
M_PL_043	56.238737	9.953652	Actinomorphic	0.121007371007371	0.541666666666667	2.05208333333333	13.8172098025249	74	22	0.475379489078119	1.65800865800866	0.353088229894638	0.571383007819277	3.37961592243446	1.46284555101744
M_PL_018	56.238737	9.973652	Zygomorphic	0.201550387596899	0.653846153846154	1.5	31.7968870161923	43	9	0.431893687707641	1.80555555555556	0.421022325754166	0.672449569351665	0.660772894841984	0.306949541381098
M_PL_018	56.238737	9.973652	Actinomorphic	0.110507246376812	0.508196721311475	2.5	13.9844401705599	92	30	0.517200191113235	1.91034482758621	0.284461170434952	0.506863205999625	3.28845142037412	1.53802974710342
M_PL_035	17.916667	-76.191667	Zygomorphic	0.181818181818182	0.185185185185185	1.18518518518519	21.3919043574321	16	11	0.433333333333333	0.509090909090909	0.55029296875	0.612700575434705	0.602168771423889	0.36508171977078
M_PL_035	17.916667	-76.191667	Actinomorphic	0.0834285714285714	-0.176470588235294	1.71764705882353	6.68224743456997	35	50	0.594957983193277	0.541224489795918	0.422616839408875	0.480123194774498	1.72285501398142	2.48672260304949
M_PL_015	38.014466	23.635043	Zygomorphic	0.0720425066416628	0.795454545454545	1.74621212121212	6.35241792199881	237	27	0.38224987484803	1.93162393162393	0.508603811264038	0.69822898230518	0.582511790238315	0.224823439603832
M_PL_015	38.014466	23.635043	Actinomorphic	0.0389659520807062	0.708683473389356	3.46218487394958	4.2261268018707	610	104	0.233707502220787	2.63610903659447	0.324171841144562	0.517044964457423	5.901640836796	1.73487512632087
M_PL_028	-43.02823	171.78466	Zygomorphic	0.116600790513834	0.614035087719298	1.03508771929825	11.6643891239952	46	11	0.494685990338164	0.309090909090909	0.529589235782623	0.846703005286756	0.396166741611531	0.213486337528912
M_PL_028	-43.02823	171.78466	Actinomorphic	0.0833333333333333	0.615384615384615	2.01923076923077	8.68978164786711	126	30	0.318857142857143	1.40229885057471	0.416911065578461	0.604662560436239	3.78085638407031	1.36338379619269
M_PL_029	-43.099531	171.720224	Zygomorphic	0.198717948717949	0.659574468085106	1.31914893617021	25.7549774827822	39	8	0.464237516869096	1.64285714285714	0.453954190015793	0.716266845192136	0.499818618049791	0.229239022881772
M_PL_029	-43.099531	171.720224	Actinomorphic	0.0647367221335765	0.445945945945946	1.91891891891892	5.3450883533447	107	41	0.310174572385823	1.02439024390244	0.428436815738678	0.63718506871402	3.06105424776251	1.29336161897367
M_PL_031	5.583333	-61.716667	Zygomorphic	0.206349206349206	0.125	0.8125	32.9313670780816	9	7	0.25	0.19047619047619	0.642011880874634	0.765443307059877	0.224392027594858	0.121719281874324
M_PL_031	5.583333	-61.716667	Actinomorphic	0.0758218451749735	0.0574712643678161	1.64367816091954	9.98026583681788	46	41	0.283091787439614	0.46219512195122	0.531003952026367	0.550038402867821	2.29692238115375	1.63491375949038
M_PL_030	8.933333	-67.416667	Zygomorphic	0.145	0.515151515151515	0.878787878787879	27.6106016201402	25	8	0.226666666666667	0.142857142857143	0.678359091281891	0.905168722813105	0.637635846807758	0.323573067599335
M_PL_030	8.933333	-67.416667	Actinomorphic	0.0952380952380952	0.377049180327869	1.24590163934426	16.9202917512976	42	19	0.236933797909408	0.391812865497076	0.541031837463379	0.69638331319268	1.63468379520753	0.890478242995546
Robertson-1928	39.278958	-89.8968771	Zygomorphic	0.0491704928068564	0.785714285714286	4.34632034632035	1.48277619031938	825	99	0.650691379817593	5.77860235003092	0.127656117081642	0.468783318854922	1.20251993878642	0.596608275296188
Robertson-1928	39.278958	-89.8968771	Actinomorphic	0.0504475603050041	0.603370786516854	14.276404494382	2.63354221876025	1427	353	2.21947494277367	9.32032255987638	0.00117852911353111	0.225255711376557	23.3903164116873	7.97530300822657
M_PL_071	0.04	-72.27	Zygomorphic	0.436363636363636	-0.375	1.5	32.2343005020066	5	11	1.7	1.25454545454545	0.249131947755814	0.301641198564924	1.01191733156553	0.917955421741819
M_PL_071	0.04	-72.27	Actinomorphic	0.246212121212121	-0.609756097560976	1.58536585365854	15.6948614457502	8	33	1.60714285714286	1.06439393939394	0.287928998470306	0.324816524603825	1.75498335476947	0.999963475095898
M_PL_072_04	-37.885354	-57.841955	Zygomorphic	0.216049382716049	0.636363636363636	1.06060606060606	22.7157444194475	27	6	0.698005698005698	0.6	0.41020405292511	0.772130998942733	0.459566286750948	0.280006201244204
M_PL_072_04	-37.885354	-57.841955	Actinomorphic	0.131161236424394	0.536585365853659	1.91463414634146	10.7471816874797	63	19	0.687660010240655	1.2046783625731	0.349953323602676	0.566963710644636	2.78811607384322	1.50666979165334
M_PL_039	28.268611	-16.605556	Zygomorphic	0.461538461538462	0.444444444444444	1.66666666666667	17.0987378893622	13	5	1.28205128205128	2.9	0.116111122071743	0.420539153887787	0.392564341254615	0.227293667292473
M_PL_039	28.268611	-16.605556	Actinomorphic	0.168367346938776	0.60655737704918	1.62295081967213	27.7533916006298	49	12	0.412414965986395	1.87878787878788	0.439495980739594	0.647945415362293	5.44664247712791	1.47264600501651
M_PL_063	-23.341667	-45.116667	Zygomorphic	0.33125	-0.428571428571429	1.89285714285714	21.030757694224	8	20	2.10714285714286	2.07368421052632	0.168743342161179	0.414531276505294	1.44356615759587	1.43305047621592
M_PL_063	-23.341667	-45.116667	Actinomorphic	0.382352941176471	-0.581395348837209	2.72093023255814	15.9982987479215	9	34	4.88888888888889	2.38324420677362	0.0564686991274357	0.223252187424755	2.96354223486555	5.54105546979583
M_PL_053	33.4	131.5	Zygomorphic	0.0990873533246415	0.638888888888889	1.05555555555556	19.4175930277893	59	13	0.159555815312683	0.294871794871795	0.724290132522583	0.842445727711034	0.272020006822649	0.113965234376463
M_PL_053	33.4	131.5	Actinomorphic	0.0220114991847593	0.518207282913165	1.43697478991597	1.47831554296297	271	86	0.0966789667896679	0.212585499316005	0.580286800861359	0.741498605483771	2.2594079538882	1.11893293373684
kaehler_et_al_2005	-25.4583	-48.925	Zygomorphic	0.28	0.333333333333333	0.933333333333333	27.7807093022728	10	5	0.555555555555556	0.5	0.553571462631226	0.732860914737018	1.616495638984	1.13357057030152
kaehler_et_al_2005	-25.4583	-48.925	Actinomorphic	0.4	0.25	0.75	28.9346516567441	5	3	0.6	0.333333333333333	0.402777761220932	0.806325027113761	0.554958763923387	0.390366668310801
santos-et-al-2010	-12.7	-39.7667	Zygomorphic	0.366071428571429	0.272727272727273	1.86363636363636	25.0958864571704	14	8	1.54945054945055	1.75	0.22189174592495	0.393957133167215	0.928252238050553	0.692131695143636
santos-et-al-2010	-12.7	-39.7667	Actinomorphic	0.141025641025641	-0.238095238095238	2.0952380952381	6.10852956254214	24	39	1.31159420289855	0.941970310391363	0.301394641399384	0.41482062523791	2.01667400528195	2.11816499601817
varassin_sazima_2012	-19.97638	-40.52986	Zygomorphic	0.34375	0.454545454545455	1.5	24.5037089665152	16	6	0.808333333333333	2.4	0.261707991361618	0.584259847498554	1.59438163433422	0.786265451814094
varassin_sazima_2012	-19.97638	-40.52986	Actinomorphic	0.196875	0.111111111111111	1.75	30.5041950504758	20	16	0.636842105263158	1.13333333333333	0.342277646064758	0.509058405507504	2.18157595289339	1.50706003741923
